DeviceID,ClientID,ClientName,DeviceType,DeviceStatus,IssuesReported,ChangeRequestDate,ChangeCompletionDate,UpdateRequired,UpdateStatus,ResolutionTimeDays,CostoReparacion,Country,EfectividadAntesCambio,EfectividadDespuesCambio
D0742,C007,Carlos Ortega,camara,En mantenimiento,No reconoce los datos,12/03/2023,21/05/2023,si,Completada,70,1981,Antigua y Barbuda,79.16,92.34
D0743,C005,Raul Morales,monitor,Activo,Desconexion espontanea,16/06/2023,07/08/2023,si,Pendiente,52,1624,Chile,78.09,88.61
D0744,C002,Raul Rodriguez,monitor,Inactivo,Imagen borrosa,23/01/2023,11/11/2024,no,Pendiente,658,1977,Surinam,77.32,81.53
D0745,C007,Eduardo Lopez,camara,Activo,No conecta bien,03/05/2023,29/10/2023,no,Completada,179,2962,Costa Rica,73.32,82.02
D0746,C001,Elena Mendoza,gps,En mantenimiento,No reconoce los datos,25/01/2024,11/12/2024,si,Completada,321,2631,Ecuador,55.94,94.46
D0747,C010,Elena Ortega,monitor,Activo,Desconexion espontanea,21/04/2023,25/05/2024,no,Pendiente,400,2151,Ecuador,69.1,89.07
D0748,C005,Andrea Cruz,camara,Inactivo,Imagen borrosa,08/04/2023,29/10/2024,no,Pendiente,570,2042,Jamaica,51.08,92.71
D0749,C003,Raul Diaz,monitor,En mantenimiento,No conecta bien,14/04/2024,27/11/2024,no,Pendiente,227,1606,San Cristobal y Nieves,51.78,82.46
D0750,C001,Sofia Hernandez,gps,Inactivo,No reconoce los datos,04/11/2024,31/12/2024,no,Pendiente,57,1632,Costa Rica,56.8,93.57
D0751,C005,Eduardo Torres,camara,Inactivo,Desconexion espontanea,14/02/2023,11/04/2023,si,Completada,56,1610,Chile,50.79,87.64
D0752,C001,Eduardo Diaz,gps,Inactivo,Imagen borrosa,28/02/2023,18/03/2024,no,Completada,384,1858,Saint Kitts y Nevis,52.29,88.27
D0753,C007,Francisco Perez,monitor,Activo,No conecta bien,30/03/2024,04/09/2024,si,Pendiente,158,2793,Saint Vincent y las Granadinas,73.14,89.76
D0754,C008,Juan Diaz,camara,En mantenimiento,No reconoce los datos,16/03/2023,27/05/2023,no,Pendiente,72,1931,Colombia,58.7,97.13
D0755,C007,Antonio Perez,monitor,Activo,Desconexion espontanea,02/03/2023,27/07/2023,no,Completada,147,1831,Mexico,55.45,97.67
D0756,C008,Luis Cruz,camara,En mantenimiento,Imagen borrosa,15/07/2023,11/10/2024,si,Pendiente,454,1820,Venezuela,59.27,99.99
D0757,C006,Elena Morales,camara,Inactivo,No conecta bien,09/02/2024,27/09/2024,no,Pendiente,231,1622,Argentina,71.59,97.39
D0758,C004,Paula Torres,camara,Inactivo,No reconoce los datos,27/09/2024,02/10/2024,no,Pendiente,5,1561,Cuba,77.78,85.5
D0759,C004,Paula Martinez,camara,Activo,Desconexion espontanea,13/07/2023,21/12/2024,si,Pendiente,527,1572,Trinidad y Tobago,77.08,95.97
D0760,C008,Diego Perez,gps,Inactivo,Imagen borrosa,22/03/2023,15/09/2024,si,Completada,543,2871,Guatemala,52.05,86.03
D0761,C007,Ana Morales,gps,En mantenimiento,No conecta bien,29/07/2023,16/04/2024,si,Pendiente,262,2337,Colombia,55.15,89.29
D0762,C008,Maria Rodriguez,monitor,En mantenimiento,No reconoce los datos,25/12/2024,31/12/2024,no,Pendiente,6,2729,Colombia,76.49,94.56
D0763,C006,Miguel Rodriguez,monitor,Activo,Desconexion espontanea,14/08/2023,11/10/2023,si,Completada,58,2495,Santa Lucia,70.77,99.74
D0764,C006,Valeria Gonzalez,gps,En mantenimiento,Imagen borrosa,17/03/2023,20/10/2023,no,Pendiente,217,1558,Costa Rica,54.43,95.29
D0765,C005,Andrea Gonzalez,monitor,Inactivo,No conecta bien,05/12/2023,23/03/2024,si,Pendiente,109,2045,Brasil,60.17,81.28
D0766,C001,Alejandra Ramos,gps,En mantenimiento,No reconoce los datos,17/07/2023,19/08/2023,no,Completada,33,1919,Peru,54.27,80.09
D0767,C007,Sofia Diaz,camara,En mantenimiento,Desconexion espontanea,18/12/2024,25/12/2024,no,Completada,7,2708,Cuba,76.78,80.04
D0768,C010,Mariana Cruz,monitor,En mantenimiento,Imagen borrosa,29/10/2024,02/12/2024,si,Pendiente,34,2696,Costa Rica,78.41,88.1
D0769,C004,Raul Gomez,monitor,Inactivo,No conecta bien,02/07/2023,06/07/2023,no,Completada,4,2701,Saint Kitts y Nevis,74.42,91.59
D0770,C005,Mariana Ramirez,camara,Activo,No reconoce los datos,16/10/2024,21/11/2024,no,Pendiente,36,2553,Antigua y Barbuda,56.16,98.44
D0771,C010,Ana Torres,camara,Inactivo,Desconexion espontanea,09/02/2024,30/09/2024,si,Completada,234,2331,Peru,77.82,91.96
D0772,C004,Eduardo Torres,camara,Inactivo,Imagen borrosa,14/05/2023,14/09/2024,si,Completada,489,2677,Bahamas,67.91,83.93
D0773,C006,Miguel Martinez,monitor,Inactivo,No conecta bien,07/12/2023,04/05/2024,no,Completada,149,2726,Santa Lucia,68.26,85.76
D0774,C005,Jorge Torres,monitor,Inactivo,No reconoce los datos,21/08/2023,17/05/2024,no,Completada,270,1976,Argentina,64.47,81.85
D0775,C003,Diego Cruz,camara,Inactivo,Desconexion espontanea,18/08/2023,07/04/2024,no,Pendiente,233,2427,Honduras,51.46,88.87
D0776,C003,Andrea Garcia,gps,Inactivo,Imagen borrosa,24/05/2024,04/11/2024,no,Pendiente,164,2086,Belice,73.39,88.81
D0777,C010,Eduardo Ortega,camara,Inactivo,No conecta bien,23/12/2023,08/01/2024,si,Pendiente,16,2927,Republica Dominicana,79.37,95.41
D0778,C001,Gabriel Flores,camara,Activo,No reconoce los datos,09/06/2024,25/11/2024,no,Completada,169,1802,El Salvador,72.76,90.63
D0779,C008,Mariana Gomez,gps,Inactivo,Desconexion espontanea,11/09/2023,09/01/2024,si,Pendiente,120,2696,Belice,63.43,88.04
D0780,C002,Paula Cruz,camara,Activo,Imagen borrosa,04/12/2024,12/12/2024,no,Completada,8,1554,Argentina,72.27,89.16
D0781,C010,Andrea Sanchez,camara,En mantenimiento,No conecta bien,02/03/2024,06/05/2024,no,Pendiente,65,2509,Saint Lucia,78.66,83.93
D0782,C006,Alejandra Ramirez,camara,En mantenimiento,No reconoce los datos,09/06/2023,30/06/2023,si,Pendiente,21,2722,Uruguay,75.65,82.3
D0783,C008,Elena Vargas,monitor,En mantenimiento,Desconexion espontanea,07/11/2023,13/04/2024,si,Completada,158,1604,San Cristobal y Nieves,50.32,88.55
D0784,C006,Antonio Martinez,monitor,Activo,Imagen borrosa,01/09/2023,30/04/2024,no,Completada,242,2527,Honduras,76.5,80.44
D0785,C009,Luis Morales,gps,Activo,No conecta bien,27/04/2024,07/10/2024,no,Completada,163,2951,San Cristobal y Nieves,62.79,86.14
D0786,C002,Valeria Mendoza,gps,Activo,No reconoce los datos,29/10/2023,10/07/2024,si,Completada,255,1694,Argentina,62.91,93.77
D0787,C002,Francisco Diaz,gps,Inactivo,Desconexion espontanea,16/03/2024,29/04/2024,no,Pendiente,44,1907,Chile,77.59,90.34
D0788,C009,Gabriel Rodriguez,monitor,Inactivo,Imagen borrosa,12/10/2024,28/11/2024,no,Completada,47,2349,Brasil,70.71,92.41
D0789,C007,Diego Mendoza,gps,Activo,No conecta bien,20/05/2023,21/07/2024,no,Completada,428,1550,Granada,54.25,95.73
D0790,C008,Paula Sanchez,gps,En mantenimiento,No reconoce los datos,06/09/2024,10/09/2024,si,Completada,4,2459,El Salvador,66.19,83.06
D0791,C005,Sofia Morales,monitor,En mantenimiento,Desconexion espontanea,08/11/2023,05/12/2023,si,Pendiente,27,2822,Belice,50.01,93.51
D0792,C001,Fernando Ramirez,monitor,En mantenimiento,Imagen borrosa,13/08/2024,28/08/2024,no,Pendiente,15,1700,Venezuela,74.32,92.99
D0793,C006,Elena Mendoza,gps,Activo,No conecta bien,08/10/2024,25/12/2024,si,Completada,78,2888,San Cristobal y Nieves,75.44,86.19
D0794,C003,Fernando Ramos,gps,Activo,No reconoce los datos,13/02/2024,05/07/2024,si,Completada,143,2899,Surinam,70.11,91.97
D0795,C006,Jorge Ramirez,monitor,Activo,Desconexion espontanea,18/09/2023,11/11/2024,no,Pendiente,420,1604,Saint Lucia,58.04,87.63
D0796,C009,Alejandra Garcia,gps,Inactivo,Imagen borrosa,14/02/2024,21/05/2024,si,Completada,97,2558,Mexico,55.38,90.45
D0797,C010,Raul Castillo,camara,En mantenimiento,No conecta bien,21/10/2023,25/12/2024,no,Completada,431,2178,Guyana,77.55,84.78
D0798,C001,Juan Perez,monitor,Activo,No reconoce los datos,23/06/2023,07/05/2024,si,Completada,319,2828,Saint Lucia,67.35,89.7
D0799,C007,Valeria Lopez,gps,Activo,Desconexion espontanea,10/10/2023,20/07/2024,si,Completada,284,1878,El Salvador,76.18,88.91
D0800,C003,Miguel Castillo,camara,En mantenimiento,Imagen borrosa,31/07/2023,22/10/2023,si,Pendiente,83,2312,Belice,66.61,95.22
D0801,C007,Sofia Morales,gps,Activo,No conecta bien,26/09/2023,02/11/2023,si,Pendiente,37,1745,Saint Kitts y Nevis,51.33,86.12
D0802,C001,Miguel Morales,monitor,Inactivo,No reconoce los datos,28/02/2023,29/01/2024,si,Pendiente,335,2929,Chile,55.38,83.46
D0803,C001,Francisco Perez,camara,Inactivo,Desconexion espontanea,15/08/2024,19/08/2024,si,Completada,4,1946,Paraguay,78.97,98.71
D0804,C002,Lucia Ortega,monitor,En mantenimiento,Imagen borrosa,29/08/2023,10/11/2023,si,Completada,73,2949,Guatemala,61.68,90.56
D0805,C006,Gabriel Ramirez,gps,En mantenimiento,No conecta bien,07/09/2023,28/08/2024,no,Pendiente,356,2356,Guyana,66.54,90.06
D0806,C003,Valeria Torres,monitor,En mantenimiento,No reconoce los datos,24/06/2023,30/01/2024,no,Completada,220,2193,El Salvador,62.32,96.6
D0807,C010,Jorge Gonzalez,monitor,En mantenimiento,Desconexion espontanea,20/12/2024,20/12/2024,no,Pendiente,0,2971,Saint Vincent y las Granadinas,69.5,86.24
D0808,C010,Francisco Ramirez,gps,Inactivo,Imagen borrosa,19/12/2023,04/09/2024,no,Completada,260,1510,Honduras,65.11,80.55
D0809,C006,Miguel Lopez,gps,En mantenimiento,No conecta bien,05/12/2023,08/12/2023,no,Completada,3,2701,Surinam,60.82,90.69
D0810,C007,Diego Vargas,camara,Activo,No reconoce los datos,22/03/2023,18/10/2024,si,Pendiente,576,2828,Saint Kitts y Nevis,75.11,81.57
D0811,C006,Lucia Gomez,camara,En mantenimiento,Desconexion espontanea,27/01/2024,07/03/2024,no,Completada,40,1890,Colombia,61.49,86.9
D0812,C008,Francisco Ortega,camara,En mantenimiento,Imagen borrosa,24/06/2024,13/08/2024,no,Completada,50,2808,Colombia,52.11,90.64
D0813,C006,Sofia Sanchez,gps,Inactivo,No conecta bien,22/02/2024,26/09/2024,si,Completada,217,2288,Dominica,79.65,92.36
D0814,C003,Valeria Ramos,gps,Inactivo,No reconoce los datos,25/10/2023,09/01/2024,no,Completada,76,2521,El Salvador,62.94,95.17
D0815,C005,Carlos Garcia,camara,Activo,Desconexion espontanea,07/02/2023,19/02/2023,si,Pendiente,12,1680,Saint Lucia,55.58,96.01
D0816,C009,Miguel Vargas,gps,Activo,Imagen borrosa,07/07/2023,14/08/2023,si,Completada,38,2666,Paraguay,71.91,89.63
D0817,C001,Mariana Lopez,camara,Activo,No conecta bien,28/02/2023,02/09/2024,si,Completada,552,1675,Argentina,64.47,92.45
D0818,C003,Raul Lopez,camara,Inactivo,No reconoce los datos,26/10/2024,28/12/2024,si,Completada,63,1903,Dominica,62.91,83.18
D0819,C007,Gabriel Ramos,gps,En mantenimiento,Desconexion espontanea,27/11/2024,25/12/2024,si,Completada,28,2077,Saint Kitts y Nevis,57.1,95.02
D0820,C007,Lucia Lopez,monitor,Activo,Imagen borrosa,26/03/2023,03/06/2024,si,Completada,435,2689,Bahamas,76.95,97.06
D0821,C007,Sofia Sanchez,camara,Activo,No conecta bien,16/02/2023,03/02/2024,no,Completada,352,2245,Dominica,76.34,92.07
D0822,C002,Diego Ramirez,gps,Inactivo,No reconoce los datos,24/06/2024,11/10/2024,si,Completada,109,2001,Guatemala,60.42,81.69
D0823,C004,Francisco Gonzalez,monitor,Inactivo,Desconexion espontanea,11/07/2024,27/08/2024,si,Completada,47,2802,Guatemala,68.43,89.15
D0824,C001,Paula Mendoza,monitor,Inactivo,Imagen borrosa,14/09/2024,26/12/2024,no,Pendiente,103,1771,Uruguay,56.21,81.03
D0825,C006,Lucia Gonzalez,monitor,En mantenimiento,No conecta bien,05/10/2023,02/10/2024,si,Pendiente,363,2420,Ecuador,58.81,93.09
D0826,C010,Andrea Ramos,camara,Inactivo,No reconoce los datos,17/03/2024,11/11/2024,si,Completada,239,2214,Bolivia,54.72,92.2
D0827,C003,Diego Ortega,monitor,Inactivo,Desconexion espontanea,15/03/2024,24/07/2024,si,Pendiente,131,1856,Antigua y Barbuda,71.85,93.04
D0828,C010,Diego Torres,camara,Inactivo,Imagen borrosa,23/06/2024,11/11/2024,si,Completada,141,2458,Colombia,67.68,83.83
D0829,C008,Mariana Garcia,monitor,En mantenimiento,No conecta bien,30/04/2023,29/06/2023,no,Pendiente,60,2119,Peru,70.71,99.13
D0830,C002,Antonio Cruz,gps,Activo,No reconoce los datos,25/07/2024,06/08/2024,si,Completada,12,2100,El Salvador,53,83.74
D0831,C006,Isabel Rodriguez,monitor,Inactivo,Desconexion espontanea,13/03/2023,16/03/2023,no,Completada,3,2516,Uruguay,79.63,97.45
D0832,C005,Lucia Diaz,camara,Activo,Imagen borrosa,05/05/2024,28/10/2024,si,Completada,176,2783,Antigua y Barbuda,70.65,90.85
D0833,C001,Fernando Garcia,gps,En mantenimiento,No conecta bien,26/04/2023,14/08/2024,si,Completada,476,1726,Honduras,74.36,81.17
D0834,C003,Mariana Castillo,monitor,Inactivo,No reconoce los datos,14/05/2024,05/10/2024,no,Completada,144,1890,Santa Lucia,67.79,83.99
D0835,C010,Francisco Rodriguez,camara,Inactivo,Desconexion espontanea,27/09/2023,21/10/2023,no,Completada,24,2219,Mexico,57.33,80.68
D0836,C002,Carlos Gonzalez,monitor,Activo,Imagen borrosa,14/06/2023,03/10/2023,no,Completada,111,2189,Ecuador,75.08,81.48
D0837,C004,Francisco Diaz,camara,En mantenimiento,No conecta bien,15/03/2024,16/09/2024,no,Completada,185,2137,Saint Lucia,59.19,91.58
D0838,C009,Paula Cruz,monitor,Inactivo,No reconoce los datos,23/04/2024,07/08/2024,no,Completada,106,2961,Bolivia,71.63,96.01
D0839,C007,Fernando Ramirez,monitor,Inactivo,Desconexion espontanea,08/10/2023,07/11/2024,no,Pendiente,396,2063,Saint Lucia,59.7,96.24
D0840,C005,Diego Mendoza,gps,Activo,Imagen borrosa,04/12/2024,14/12/2024,no,Pendiente,10,1549,Santa Lucia,55.76,94.12
D0841,C002,Maria Vargas,monitor,Inactivo,No conecta bien,20/07/2024,30/07/2024,si,Completada,10,2050,Panama,69.95,94.39
D0842,C007,Luis Flores,monitor,Activo,No reconoce los datos,05/02/2024,26/11/2024,no,Pendiente,295,2063,Saint Vincent y las Granadinas,75.91,91.57
D0843,C001,Gabriel Perez,gps,En mantenimiento,Desconexion espontanea,28/04/2023,27/10/2024,si,Pendiente,548,2669,Jamaica,55.09,84.04
D0844,C001,Gabriel Ortega,camara,En mantenimiento,Imagen borrosa,16/09/2024,07/11/2024,no,Completada,52,2523,Saint Vincent y las Granadinas,61.56,99.02
D0845,C009,Valeria Vargas,gps,Activo,No conecta bien,21/01/2023,24/04/2023,si,Completada,93,2071,Peru,63.47,89.26
D0846,C009,Jorge Gomez,camara,Inactivo,No reconoce los datos,13/07/2024,18/12/2024,si,Pendiente,158,2315,Saint Vincent y las Granadinas,70.49,95
D0847,C001,Lucia Martinez,gps,Inactivo,Desconexion espontanea,18/11/2024,19/11/2024,si,Pendiente,1,1582,Trinidad y Tobago,67.19,98.53
D0848,C010,Gabriel Vargas,camara,Inactivo,Imagen borrosa,23/10/2024,31/10/2024,no,Pendiente,8,2714,Colombia,62.91,84.83
D0849,C001,Eduardo Morales,gps,En mantenimiento,No conecta bien,21/12/2023,05/11/2024,si,Completada,320,2720,El Salvador,66.42,86.13
D0850,C009,Jorge Morales,gps,Activo,No reconoce los datos,10/08/2023,07/11/2023,no,Completada,89,1649,Chile,52.42,89.02
D0851,C005,Mariana Morales,gps,Activo,Desconexion espontanea,29/04/2023,20/12/2024,si,Completada,601,2377,Bolivia,78.23,91.34
D0852,C001,Miguel Martinez,camara,Activo,Imagen borrosa,19/02/2024,14/05/2024,si,Completada,85,1830,Dominica,52.39,83.45
D0853,C003,Maria Martinez,camara,En mantenimiento,No conecta bien,20/12/2023,18/11/2024,si,Completada,334,1602,Granada,67.15,99.75
D0854,C008,Sofia Castillo,gps,Inactivo,No reconoce los datos,10/09/2024,19/10/2024,no,Pendiente,39,1681,Argentina,76.49,99.9
D0855,C004,Raul Gomez,gps,Activo,Desconexion espontanea,07/08/2024,30/08/2024,si,Completada,23,1905,Mexico,63.98,85.07
D0856,C004,Carlos Lopez,gps,Inactivo,Imagen borrosa,26/01/2024,03/04/2024,no,Completada,68,2769,Chile,58.92,89.59
D0857,C007,Mariana Hernandez,gps,En mantenimiento,No conecta bien,24/06/2023,20/03/2024,si,Pendiente,270,2840,Cuba,63.89,93.77
D0858,C010,Valeria Sanchez,gps,Activo,No reconoce los datos,02/12/2024,25/12/2024,no,Completada,23,2079,Uruguay,70.76,82.13
D0859,C005,Gabriel Lopez,monitor,En mantenimiento,Desconexion espontanea,14/12/2023,15/10/2024,si,Completada,306,1892,Surinam,76.63,86.88
D0860,C009,Gabriel Ramos,gps,Inactivo,Imagen borrosa,22/04/2024,16/06/2024,no,Completada,55,1697,Dominica,77.93,90.24
D0861,C008,Elena Sanchez,camara,Activo,No conecta bien,18/03/2024,11/08/2024,si,Completada,146,2226,Chile,50.03,96.07
D0862,C006,Isabel Gonzalez,gps,Activo,No reconoce los datos,31/10/2024,22/11/2024,no,Pendiente,22,2868,Uruguay,60.91,88.18
D0863,C002,Valeria Lopez,monitor,Activo,Desconexion espontanea,14/03/2024,03/05/2024,si,Pendiente,50,2139,Barbados,56.01,90.58
D0864,C008,Diego Castillo,monitor,En mantenimiento,Imagen borrosa,10/10/2024,09/12/2024,no,Completada,60,2687,Ecuador,71.82,90.87
D0865,C001,Gabriel Torres,monitor,Activo,No conecta bien,24/06/2023,21/10/2023,no,Pendiente,119,2191,Nicaragua,70.24,93.86
D0866,C001,Gabriel Martinez,monitor,Inactivo,No reconoce los datos,05/09/2023,31/03/2024,no,Completada,208,2357,Mexico,66.02,91.25
D0867,C005,Alejandra Diaz,gps,Inactivo,Desconexion espontanea,24/07/2023,28/10/2023,no,Pendiente,96,2503,Santa Lucia,68.49,81.7
D0868,C002,Valeria Vargas,camara,Activo,Imagen borrosa,28/06/2023,23/11/2023,si,Completada,148,2404,Santa Lucia,77.66,87.61
D0869,C007,Ana Gomez,camara,Activo,No conecta bien,18/02/2023,29/12/2023,no,Pendiente,314,1975,Belice,75.56,91.64
D0870,C004,Andrea Rodriguez,camara,Activo,No reconoce los datos,24/10/2024,13/12/2024,no,Completada,50,2457,Trinidad y Tobago,51.44,95.75
D0871,C006,Eduardo Vargas,monitor,En mantenimiento,Desconexion espontanea,18/03/2024,30/10/2024,no,Completada,226,2631,Saint Lucia,72.11,98.21
D0872,C001,Miguel Morales,camara,Inactivo,Imagen borrosa,26/05/2024,29/09/2024,no,Completada,126,1738,Chile,77.36,98.46
D0873,C003,Paula Rodriguez,gps,En mantenimiento,No conecta bien,21/02/2024,19/07/2024,si,Pendiente,149,2885,Bahamas,71.92,87.86
D0874,C004,Diego Flores,monitor,Activo,No reconoce los datos,04/11/2023,17/02/2024,si,Completada,105,1856,Bahamas,79.13,80.21
D0875,C004,Lucia Ramirez,gps,Activo,Desconexion espontanea,05/06/2024,01/12/2024,si,Completada,179,2502,Panama,75.47,93.75
D0876,C007,Sofia Rodriguez,camara,Activo,Imagen borrosa,24/06/2023,24/04/2024,no,Completada,305,1513,Mexico,65.38,81.46
D0877,C010,Jorge Ramirez,camara,Inactivo,No conecta bien,20/05/2024,30/05/2024,no,Pendiente,10,2988,Jamaica,67.25,85.05
D0878,C001,Francisco Gomez,monitor,Activo,No reconoce los datos,17/01/2023,22/04/2024,si,Pendiente,461,2306,Antigua y Barbuda,72.5,97.13
D0879,C010,Alejandra Cruz,gps,Activo,Desconexion espontanea,10/06/2023,11/12/2024,no,Completada,550,1924,Chile,68.96,80.94
D0880,C005,Luis Perez,monitor,En mantenimiento,Imagen borrosa,08/09/2023,20/10/2023,si,Completada,42,2113,Uruguay,75.97,87.43
D0881,C005,Raul Vargas,camara,En mantenimiento,No conecta bien,12/10/2024,12/12/2024,si,Completada,61,2735,Dominica,74.04,86.99
D0882,C008,Antonio Torres,gps,Inactivo,No reconoce los datos,27/05/2023,10/08/2023,no,Pendiente,75,1685,Guatemala,65.19,92.95
D0883,C003,Diego Perez,gps,Activo,Desconexion espontanea,06/12/2023,17/12/2024,no,Completada,377,2501,Venezuela,69.33,94.75
D0884,C001,Elena Ramirez,monitor,Activo,Imagen borrosa,30/01/2024,09/04/2024,si,Completada,70,1707,Saint Vincent y las Granadinas,56.69,91.71
D0885,C003,Valeria Gonzalez,gps,Inactivo,No conecta bien,28/07/2023,01/08/2024,no,Completada,370,1724,Uruguay,77.14,83.87
D0886,C008,Miguel Gonzalez,gps,Activo,No reconoce los datos,04/12/2024,06/12/2024,si,Pendiente,2,1527,Nicaragua,61.86,88.58
D0887,C010,Miguel Lopez,gps,Activo,Desconexion espontanea,25/11/2024,13/12/2024,si,Pendiente,18,2766,Guyana,78.77,92.81
D0888,C010,Elena Flores,monitor,Inactivo,Imagen borrosa,21/01/2023,16/02/2024,no,Pendiente,391,2738,Saint Kitts y Nevis,65.96,97.33
D0889,C008,Lucia Diaz,monitor,Activo,No conecta bien,11/01/2023,10/09/2024,si,Completada,608,2585,Chile,58.61,81.95
D0890,C007,Fernando Diaz,camara,Inactivo,No reconoce los datos,01/05/2024,26/11/2024,si,Completada,209,2824,Nicaragua,60.73,98.07
D0891,C002,Isabel Castillo,monitor,Inactivo,Desconexion espontanea,14/06/2023,31/07/2023,no,Completada,47,1875,Nicaragua,68.22,95.51
D0892,C002,Jorge Morales,gps,Activo,Imagen borrosa,10/01/2023,04/11/2023,si,Completada,298,2229,Nicaragua,57.82,86.13
D0893,C004,Diego Diaz,monitor,En mantenimiento,No conecta bien,28/01/2023,25/04/2024,si,Pendiente,453,2017,Argentina,66.52,91.83
D0894,C006,Eduardo Ortega,monitor,En mantenimiento,No reconoce los datos,08/01/2024,14/09/2024,si,Completada,250,2860,Republica Dominicana,67.55,96.67
D0895,C004,Juan Gonzalez,monitor,En mantenimiento,Desconexion espontanea,04/01/2023,08/12/2023,no,Completada,338,1699,El Salvador,53.61,93.46
D0896,C004,Elena Morales,gps,Inactivo,Imagen borrosa,24/02/2023,05/02/2024,si,Pendiente,346,2978,Honduras,54.64,97.44
D0897,C003,Juan Martinez,monitor,Activo,No conecta bien,05/10/2024,06/10/2024,si,Pendiente,1,2877,Saint Kitts y Nevis,65.72,99.08
D0898,C006,Francisco Morales,gps,En mantenimiento,No reconoce los datos,03/11/2023,02/08/2024,si,Pendiente,273,2820,Guyana,52.62,81.1
D0899,C010,Diego Diaz,camara,En mantenimiento,Desconexion espontanea,13/04/2023,19/03/2024,no,Completada,341,2271,Venezuela,62.75,90.62
D0900,C009,Mariana Ramirez,gps,Inactivo,Imagen borrosa,12/10/2023,25/04/2024,no,Pendiente,196,2853,Dominica,52.89,97.13
D0901,C002,Maria Vargas,gps,Activo,No conecta bien,27/06/2023,26/09/2024,no,Pendiente,457,2325,El Salvador,74.79,94.38
D0902,C007,Carmen Morales,gps,Activo,No reconoce los datos,14/11/2023,17/12/2024,no,Completada,399,2909,El Salvador,66.42,91.58
D0903,C009,Elena Castillo,monitor,Inactivo,Desconexion espontanea,05/04/2024,10/05/2024,no,Completada,35,2262,Santa Lucia,75.19,83.41
D0904,C009,Gabriel Sanchez,gps,En mantenimiento,Imagen borrosa,26/05/2023,03/10/2023,no,Pendiente,130,2792,Ecuador,64.93,82.48
D0905,C007,Carmen Cruz,gps,En mantenimiento,No conecta bien,05/03/2023,08/12/2024,no,Pendiente,644,2689,San Cristobal y Nieves,74.28,92.2
D0906,C001,Raul Ortega,camara,Activo,No reconoce los datos,01/03/2023,21/06/2023,no,Pendiente,112,2742,Paraguay,62.47,87.38
D0907,C008,Raul Ortega,camara,Activo,Desconexion espontanea,22/02/2024,25/12/2024,no,Pendiente,307,1917,Costa Rica,53.95,88.36
D0908,C007,Ana Perez,gps,Inactivo,Imagen borrosa,05/01/2023,08/03/2024,no,Pendiente,428,2725,Brasil,71.5,89.83
D0909,C010,Carmen Cruz,camara,En mantenimiento,No conecta bien,05/03/2024,25/09/2024,no,Pendiente,204,1630,Dominica,79.89,91.17
D0910,C002,Jorge Diaz,camara,Inactivo,No reconoce los datos,14/07/2023,16/12/2023,no,Completada,155,2211,Trinidad y Tobago,78.19,92.92
D0911,C007,Alejandra Castillo,camara,Inactivo,Desconexion espontanea,14/10/2024,29/11/2024,si,Pendiente,46,2445,Guyana,75.42,88.54
D0912,C008,Lucia Vargas,monitor,En mantenimiento,Imagen borrosa,19/07/2023,26/11/2023,no,Completada,130,2396,Santa Lucia,66.68,88.06
D0913,C006,Juan Garcia,monitor,Inactivo,No conecta bien,04/04/2024,27/04/2024,si,Pendiente,23,1586,Uruguay,78.14,98.93
D0914,C005,Diego Rodriguez,monitor,Activo,No reconoce los datos,26/07/2023,11/10/2023,si,Pendiente,77,2118,Honduras,69.35,99.34
D0915,C007,Elena Ramirez,monitor,En mantenimiento,Desconexion espontanea,25/10/2023,16/12/2023,no,Completada,52,2035,Brasil,55.83,96.65
D0916,C004,Fernando Lopez,gps,En mantenimiento,Imagen borrosa,14/11/2024,20/12/2024,no,Completada,36,2229,Honduras,73.49,97.4
D0917,C007,Fernando Rodriguez,monitor,Activo,No conecta bien,30/04/2024,01/07/2024,no,Completada,62,2401,Bolivia,71.08,85.06
D0918,C004,Elena Vargas,gps,Activo,No reconoce los datos,09/01/2024,24/05/2024,si,Completada,136,1890,Antigua y Barbuda,67.59,96.26
D0919,C001,Antonio Flores,gps,En mantenimiento,Desconexion espontanea,14/10/2023,23/05/2024,no,Pendiente,222,1546,Saint Lucia,54.65,81.7
D0920,C001,Antonio Gonzalez,gps,Activo,Imagen borrosa,15/10/2024,08/12/2024,si,Pendiente,54,2838,Guatemala,78.85,94.9
D0921,C002,Paula Diaz,monitor,Activo,No conecta bien,02/04/2023,05/10/2023,no,Pendiente,186,2071,Brasil,73.87,97.66
D0922,C001,Antonio Ortega,gps,Inactivo,No reconoce los datos,08/06/2024,26/10/2024,no,Completada,140,1862,Surinam,69.99,82.35
D0923,C004,Carmen Garcia,gps,En mantenimiento,Desconexion espontanea,18/12/2024,28/12/2024,no,Completada,10,2513,Mexico,54.43,83.64
D0924,C007,Andrea Cruz,gps,Activo,Imagen borrosa,08/09/2024,11/11/2024,no,Pendiente,64,2388,Dominica,60.32,86.86
D0925,C010,Ana Gonzalez,gps,En mantenimiento,No conecta bien,10/02/2023,15/02/2024,si,Completada,370,2732,Bolivia,78.78,98.02
D0926,C005,Sofia Torres,camara,Inactivo,No reconoce los datos,13/10/2024,05/12/2024,no,Pendiente,53,2237,Barbados,76.23,93.11
D0927,C008,Luis Lopez,gps,Activo,Desconexion espontanea,05/08/2024,22/08/2024,si,Completada,17,2871,Chile,71.97,88.41
